"";"JAHR";"PLZ4";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"197";1998;691;0,809112;14208;5;10;3
"198";1998;692;0,860314;6942;5;10;3
"199";1998;695;0,270873;2;2;4;2
"200";1998;699;0,270873;11;2;4;2
"201";1998;731;0,711915;24817;5;9;3
"202";1998;733;0,638266;17657;5;9;3
"203";1998;734;0,628238;4989;5;9;3
"204";1998;735;0,613083;6618;5;9;3
"205";1998;736;0,607067;7159;4;8;2
"206";1998;738;0,684848;23591;5;9;3
"207";1998;740;0,705336;31890;5;9;3
"208";1998;742;0,668181;19867;5;9;3
"209";1998;754;0,798666;33290;5;10;3
"210";1998;755;0,788691;66974;5;10;3
"211";1998;757;0,703969;15096;5;9;3
"212";1998;758;0,675412;24208;5;9;3
"213";1998;760;0,699718;14228;5;9;3
"214";1998;761;0,620121;12890;5;9;3
"215";1998;762;0,662375;10144;5;9;3
"216";1998;763;0,607101;5739;4;8;2
"217";1998;764;0,622707;15679;5;9;3
"218";1998;774;0,800868;56850;5;10;3
"219";1998;775;0,781562;58114;5;10;3
"220";1998;776;0,662324;12680;5;9;3
"221";1998;777;0,656301;8701;5;9;3
"222";1998;780;0,692683;9669;5;9;3
"223";1998;781;0,662947;6498;5;9;3
"224";1998;790;0,619588;11860;5;9;3
"225";1998;791;0,716186;2081;5;9;3
"226";1998;792;0,597803;14095;4;8;2
"227";1998;793;0,766118;14126;5;10;3
"228";1998;795;0,706432;16231;5;9;3
"229";1998;797;0,781717;20954;5;10;3
"230";1998;798;0,731417;13338;5;9;3
"231";1998;805;0,734773;48702;5;9;3
"232";1998;806;0,734675;39933;5;9;3
"233";1998;810;0,676117;10052;5;9;3
"234";1998;811;0,703534;21367;5;9;3
"235";1998;813;0,68526;19675;5;9;3
"236";1998;814;0,669935;10984;5;9;3
"237";1998;820;0,751029;18815;5;10;3
"238";1998;822;0,719289;15207;5;9;3
"239";1998;823;0,705441;18072;5;9;3
"240";1998;824;0,777006;4913;5;10;3
"241";1998;825;0,723615;7871;5;9;3
"242";1998;826;0,743238;10230;5;9;3
"243";1998;828;0,792833;30833;5;10;3
"244";1998;829;0,740482;21213;5;9;3
"245";1998;830;0,765204;17169;5;10;3
"246";1998;831;0,719302;8192;5;9;3
"247";1998;832;0,690108;11133;5;9;3
"248";1998;834;0,761963;27597;5;10;3
"249";1998;835;0,711404;11215;5;9;3
"250";1998;837;0,737595;25016;5;9;3
"251";1998;839;0,738768;22535;5;9;3
"252";1998;841;0,796719;21072;5;10;3
"253";1998;842;0,69153;8861;5;9;3
"254";1998;845;0,79872;23149;5;10;3
"255";1998;846;0,771354;20676;5;10;3
"256";1998;848;0,726986;7216;5;9;3
"257";1998;849;0,754364;10828;5;10;3
"258";1998;852;0,75789;53264;5;10;3
"259";1998;853;0,691161;8770;5;9;3
"260";1998;854;0,737566;19431;5;9;3
"261";1998;860;0,719241;14941;5;9;3
"262";1998;862;0,708597;7403;5;9;3
"263";1998;864;0,699825;5568;5;9;3
"264";1998;911;0,794965;69733;5;10;3
"265";1998;912;0,794806;102728;5;10;3
"266";1998;913;0,794714;25569;5;10;3
"267";1998;921;0,725318;34942;5;9;3
"268";1998;922;0,776698;42507;5;10;3
"269";1998;923;0,703031;14033;5;9;3
"270";1998;924;0,744097;27637;5;10;3
"271";1998;930;0,746693;18045;5;10;3
"272";1998;932;0,761744;17819;5;10;3
"273";1998;933;0,725626;21692;5;9;3
"274";1998;935;0,705311;24971;5;9;3
"275";1998;936;0,716307;12852;5;9;3
"276";1998;937;0,766326;11240;5;10;3
"277";1998;938;0,723367;20254;5;9;3
"278";1998;939;0,716314;10713;5;9;3
"279";1998;940;0,781432;5944;5;10;3
"280";1998;941;0,726417;5329;5;9;3
"281";1998;942;0,746532;12988;5;10;3
"282";1998;943;0,740155;19075;5;9;3
"283";1998;945;0,771324;22776;5;10;3
"284";1998;946;0,716478;11066;5;9;3
"285";1998;947;0,696633;12124;5;9;3
"286";1998;948;0,686037;13539;5;9;3
"287";1998;949;0,749573;17381;5;10;3
"288";1998;950;0,745601;3368;5;10;3
"289";1998;951;0,745072;8038;5;10;3
"290";1998;952;0,726829;12512;5;9;3
"291";1998;954;0,653788;6016;5;9;3
"292";1998;955;0,763884;10885;5;10;3
"293";1998;956;0,727018;8212;5;9;3
"294";1998;957;0,701898;22726;5;9;3
"295";1998;959;0,752778;41275;5;10;3
"296";1998;960;0,671405;11910;5;9;3
"297";1998;961;0,713262;18302;5;9;3
"298";1998;962;0,683997;13376;5;9;3
"299";1998;963;0,657478;8440;5;9;3
"300";1998;964;0,77179;18871;5;10;3
"301";1998;966;0,746911;31687;5;10;3
"302";1998;1011;0,642015;26785;5;9;3
"303";1998;1017;0,642015;16039;5;9;3
"304";1998;1024;0,642015;41054;5;9;3
"305";1998;1031;0,642015;71409;5;9;3
"306";1998;1036;0,642015;31960;5;9;3
"307";1998;1040;0,642015;25274;5;9;3
"308";1998;1043;0,642015;15773;5;9;3
"309";1998;1055;0,642015;33810;5;9;3
"310";1998;1058;0,642015;16045;5;9;3
"311";1998;1062;0,642015;12120;5;9;3
"312";1998;1070;0,642015;7080;5;9;3
"313";1998;1071;0,642015;20810;5;9;3
"314";1998;1077;0,642015;4979;5;9;3
"315";1998;1078;0,642015;24947;5;9;3
"316";1998;1082;0,642015;18513;5;9;3
"317";1998;1096;0,642015;36075;5;9;3
"318";1998;1099;0,642015;11794;5;9;3
"319";1998;1204;0,642015;12271;5;9;3
"320";1998;1205;0,642015;29814;5;9;3
"321";1998;1209;0,642015;24874;5;9;3
"322";1998;1210;0,642015;60490;5;9;3
"323";1998;1215;0,642015;12156;5;9;3
"324";1998;1216;0,642015;27850;5;9;3
"325";1998;1220;0,642006;58075;5;9;3
"326";1998;1224;0,642015;28823;5;9;3
"327";1998;1227;0,642015;32972;5;9;3
"328";1998;1230;0,642012;43966;5;9;3
"329";1998;1234;0,642014;41254;5;9;3
"330";1998;1235;0,642012;89627;5;9;3
"331";1998;1243;0,642015;54626;5;9;3
"332";1998;1245;0,642015;31776;5;9;3
"333";1998;1248;0,642015;49080;5;9;3
"334";1998;1252;0,63931;174147;5;9;3
"335";1998;1255;0,642017;220303;5;9;3
"336";1998;1258;0,642029;143519;5;9;3
"337";1998;1261;0,642015;10268;5;9;3
"338";1998;1262;0,641967;105789;5;9;3
"339";1998;1267;0,642015;8659;5;9;3
"340";1998;1268;0,642013;117603;5;9;3
"341";1998;1305;0,642014;109853;5;9;3
"342";1998;1308;0,642015;56002;5;9;3
"343";1998;1312;0,642007;183754;5;9;3
"344";1998;1315;0,64202;93090;5;9;3
"345";1998;1318;0,642015;23018;5;9;3
"346";1998;1334;0,642015;12490;5;9;3
"347";1998;1335;0,642015;43546;5;9;3
"348";1998;1340;0,642015;73072;5;9;3
"349";1998;1343;0,642015;34168;5;9;3
"350";1998;1346;0,642182;83793;5;9;3
"351";1998;1350;0,642025;159708;5;9;3
"352";1998;1358;0,642022;131501;5;9;3
"353";1998;1359;0,642014;126348;5;9;3
"354";1998;1362;0,642015;43051;5;9;3
"355";1998;1405;0,642015;71406;5;9;3
"356";1998;1408;0,642041;98278;5;9;3
"357";1998;1410;0,642172;98747;5;9;3
"358";1998;1412;0,642014;80991;5;9;3
"359";1998;1416;0,641949;79671;5;9;3
"360";1998;1419;0,642015;129531;5;9;3
"361";1998;1446;0,726463;46338;5;9;3
"362";1998;1447;0,72422;106822;5;9;3
"363";1998;1448;0,719475;17700;5;9;3
"364";1998;1451;0,598867;25207;4;8;2
"365";1998;1453;0,617339;35941;5;9;3
"366";1998;1454;0,612908;47851;5;9;3
"367";1998;1455;0,58594;33667;4;8;2
"368";1998;1461;0,633985;42604;5;9;3
"369";1998;1462;0,641965;20855;5;9;3
"370";1998;1464;0,658821;27908;5;9;3
"371";1998;1465;0,62548;11482;5;9;3
"372";1998;1466;0,665539;10748;5;9;3
"373";1998;1471;0,80856;36499;5;10;3
"374";1998;1472;0,790337;10714;5;10;3
"375";1998;1477;0,832373;78962;5;10;3
"376";1998;1478;0,664854;5277;5;9;3
"377";1998;1479;0,649902;17499;5;9;3
"378";1998;1480;0,644113;12069;5;9;3
"379";1998;1482;0,636188;18991;5;9;3
"380";1998;1491;0,778355;21575;5;10;3
"381";1998;1492;0,650269;7396;5;9;3
"382";1998;1494;0,813112;27105;5;10;3
"383";1998;1495;0,664356;9378;5;9;3
"384";1998;1497;0,629667;33625;5;9;3
"385";1998;1523;0,887191;60213;5;10;3
"386";1998;1529;0,651469;13003;5;9;3
"387";1998;1530;0,798423;11508;5;10;3
"388";1998;1532;0,757489;19208;5;10;3
"389";1998;1534;0,667975;49622;5;9;3
"390";1998;1536;0,628045;36052;5;9;3
"391";1998;1537;0,679762;38492;5;9;3
"392";1998;1551;0,741565;42744;5;9;3
"393";1998;1552;0,655639;9641;5;9;3
"394";1998;1553;0,664743;24271;5;9;3
"395";1998;1556;0,671508;28899;5;9;3
"396";1998;1571;0,631132;35920;5;9;3
"397";1998;1573;0,609571;24825;4;8;2
"398";1998;1574;0,626339;30017;5;9;3
"399";1998;1575;0,638257;12089;5;9;3
"400";1998;1580;0,653174;17903;5;9;3
"401";1998;1582;0,621608;10817;5;9;3
"402";1998;1583;0,620787;37020;5;9;3
"403";1998;1584;0,682541;19676;5;9;3
"404";1998;1585;0,684469;9025;5;9;3
"405";1998;1586;0,671656;4008;5;9;3
"406";1998;1589;0,72858;40932;5;9;3
"407";1998;1590;0,698153;13786;5;9;3
"408";1998;1591;0,662015;14137;5;9;3
"409";1998;1592;0,696596;13214;5;9;3
"410";1998;1593;0,691991;10616;5;9;3
"411";1998;1622;0,805827;38892;5;10;3
"412";1998;1623;0,721938;7252;5;9;3
"413";1998;1624;0,680647;21164;5;9;3
"414";1998;1625;0,76982;19462;5;10;3
"415";1998;1626;0,766321;8521;5;10;3
"416";1998;1627;0,777331;16523;5;10;3
"417";1998;1630;0,81087;40279;5;10;3
"418";1998;1632;0,685442;38926;5;9;3
"419";1998;1634;0,652083;45095;5;9;3
"420";1998;1635;0,6508;27178;5;9;3
"421";1998;1651;0,716366;48199;5;9;3
"422";1998;1654;0,668368;30452;5;9;3
"423";1998;1655;0,704986;15335;5;9;3
"424";1998;1656;0,67289;14725;5;9;3
"425";1998;1672;0,683388;23363;5;9;3
"426";1998;1676;0,693013;40081;5;9;3
"427";1998;1677;0,782819;17216;5;10;3
"428";1998;1679;0,793642;19212;5;10;3
"429";1998;1681;0,765019;25802;5;10;3
"430";1998;1682;0,769607;9077;5;10;3
"431";1998;1683;0,782835;20836;5;10;3
"432";1998;1684;0,791132;13835;5;10;3
"433";1998;1686;0,855315;14808;5;10;3
"434";1998;1690;0,79528;18832;5;10;3
"435";1998;1692;0,816391;16271;5;10;3
"436";1998;1694;0,815436;7080;5;10;3
"437";1998;1703;0,780362;72040;5;10;3
"438";1998;1708;0,853989;9936;5;10;3
"439";1998;1709;0,857642;23865;5;10;3
"440";1998;1710;0,920176;11140;5;10;3
"441";1998;1711;0,938643;7331;5;10;3
"442";1998;1712;0,93059;13082;5;10;3
"443";1998;1713;0,878457;10919;5;10;3
"444";1998;1715;0,85986;15581;5;10;3
"445";1998;1716;0,84498;16916;5;10;3
"446";1998;1717;0,909379;5918;5;10;3
"447";1998;1719;0,817771;30458;5;10;3
"448";1998;1720;0,841694;12496;5;10;3
"449";1998;1721;0,885342;16995;5;10;3
"450";1998;1723;0,848179;28125;5;10;3
"451";1998;1724;0,839435;2582;5;10;3
"452";1998;1725;0,862846;13020;5;10;3
"453";1998;1726;0,804559;23853;5;10;3
"454";1998;1727;0,839247;3137;5;10;3
"455";1998;1729;0,805982;32613;5;10;3
"456";1998;1730;0,850849;17451;5;10;3
"457";1998;1732;0,875866;12680;5;10;3
"458";1998;1733;0,900382;8159;5;10;3
"459";1998;1734;0,857377;7767;5;10;3
"460";1998;1735;0,916974;9856;5;10;3
"461";1998;1736;0,869135;4886;5;10;3
"462";1998;1737;0,89001;19278;5;10;3
"463";1998;1738;0,880501;12639;5;10;3
"464";1998;1739;0,890838;13478;5;10;3
"465";1998;1740;0,791137;2751;5;10;3
"466";1998;1741;0,781679;4172;5;10;3
"467";1998;1742;0,77637;8815;5;10;3
"468";1998;1743;0,823216;12190;5;10;3
"469";1998;1744;0,792384;10433;5;10;3
"470";1998;1745;0,784563;8620;5;10;3
"471";1998;1748;0,807951;21996;5;10;3
"472";1998;1749;0,793777;50072;5;10;3
"473";1998;1750;0,79295;12584;5;10;3
"474";1998;1805;0,832314;39160;5;10;3
"475";1998;1806;0,827505;16831;5;10;3
"476";1998;1810;0,827784;24821;5;10;3
"477";1998;1811;0,847068;13770;5;10;3
"478";1998;1814;0,847167;95356;5;10;3
"479";1998;1818;0,795068;35213;5;10;3
"480";1998;1819;0,780153;24836;5;10;3
"481";1998;1820;0,843664;16078;5;10;3
"482";1998;1821;0,740766;7922;5;9;3
"483";1998;1822;0,82966;7790;5;10;3
"484";1998;1823;0,856128;20744;5;10;3
"485";1998;1824;0,83404;16318;5;10;3
"486";1998;1825;0,792634;7644;5;10;3
"487";1998;1827;0,851541;41995;5;10;3
"488";1998;1829;0,844553;14339;5;10;3
"489";1998;1831;0,898946;18748;5;10;3
"490";1998;1832;0,898086;3547;5;10;3
"491";1998;1833;0,802619;9420;5;10;3
"492";1998;1834;0,715534;3318;5;9;3
"493";1998;1835;0,896004;10125;5;10;3
"494";1998;1837;0,769601;6433;5;10;3
"495";1998;1843;0,85237;56658;5;10;3
"496";1998;1844;0,798489;16821;5;10;3
"497";1998;1846;0,864187;9163;5;10;3
"498";1998;1850;0,833849;9882;5;10;3
"499";1998;1851;0,851534;15811;5;10;3
"500";1998;1852;0,795409;17397;5;10;3
"501";1998;1854;0,802998;9757;5;10;3
"502";1998;1855;0,846595;7897;5;10;3
"503";1998;1856;0,826981;4691;5;10;3
"504";1998;1857;0,813686;8744;5;10;3
"505";1998;1858;0,798792;11374;5;10;3
"506";1998;1860;0,761309;4721;5;10;3
"507";1998;1905;0,842354;47509;5;10;3
"508";1998;1906;0,805375;63114;5;10;3
"509";1998;1907;0,64849;23250;5;9;3
"510";1998;1908;0,666083;12038;5;9;3
"511";1998;1920;0,724441;14600;5;9;3
"512";1998;1921;0,714346;9071;5;9;3
"513";1998;1923;0,673183;20356;5;9;3
"514";1998;1924;0,662721;21098;5;9;3
"515";1998;1925;0,657574;17462;5;9;3
"516";1998;1926;0,632216;3067;5;9;3
"517";1998;1927;0,563041;8016;4;8;2
"518";1998;1928;0,694405;16346;5;9;3
"519";1998;1929;0,729808;6897;5;9;3
"520";1998;1930;0,740565;23635;5;9;3
"521";1998;1932;0,869279;20747;5;10;3
"522";1998;1933;0,816663;6652;5;10;3
"523";1998;1934;0,818695;13848;5;10;3
"524";1998;1935;0,832599;6373;5;10;3
"525";1998;1937;0,772592;29934;5;10;3
"526";1998;1938;0,75373;9885;5;10;3
"527";1998;1939;0,783585;14173;5;10;3
"528";1998;1940;0,813196;7803;5;10;3
"529";1998;1941;0,831369;9573;5;10;3
"530";1998;2009;0,299119;10286;3;5;2
"531";1998;2014;0,299119;10364;3;5;2
"532";1998;2024;0,299119;2153;3;5;2
"533";1998;2025;0,299119;12449;3;5;2
"534";1998;2035;0,299119;11948;3;5;2
"535";1998;2045;0,299119;36599;3;5;2
"536";1998;2053;0,299119;40074;3;5;2
"537";1998;2102;0,298887;15279;2;4;2
"538";1998;2103;0,299064;339705;2;4;2
"539";1998;2107;0,299139;138874;3;5;2
"540";1998;2110;0,299119;83985;3;5;2
"541";1998;2112;0,299118;127716;2;4;2
"542";1998;2114;0,299142;79818;3;5;2
"543";1998;2121;0,310421;25261;3;5;2
"544";1998;2122;0,326476;33197;3;5;2
"545";1998;2124;0,35788;38223;3;6;2
"546";1998;2125;0,397522;25104;4;7;2
"547";1998;2126;0,386878;9132;3;6;2
"548";1998;2127;0,365243;18418;3;6;2
"549";1998;2133;0,510644;73075;4;8;2
"550";1998;2135;0,471966;19270;4;8;2
"551";1998;2136;0,462688;18996;4;8;2
"552";1998;2137;0,419669;15966;4;7;2
"553";1998;2138;0,458777;13521;4;8;2
"554";1998;2139;0,437265;23698;4;7;2
"555";1998;2140;0,460781;15080;4;8;2
"556";1998;2142;0,371149;38323;3;6;2
"557";1998;2143;0,352289;18628;3;6;2
"558";1998;2144;0,407402;10286;4;7;2
"559";1998;2146;0,192307;39749;1;2;1
"560";1998;2148;0,43457;16635;4;7;2
"561";1998;2149;0,36416;20470;3;6;2
"562";1998;2150;0,285698;49434;2;4;2
"563";1998;2151;0,366722;12733;3;6;2
"564";1998;2152;0,331103;15196;3;5;2
"565";1998;2161;0,31822;40016;3;5;2
"566";1998;2162;0,323479;21180;3;5;2
"567";1998;2163;0,291137;10851;2;4;2
"568";1998;2164;0,320442;22762;3;5;2
"569";1998;2168;0,396888;47222;3;6;2
"570";1998;2169;0,328792;15695;3;5;2
"571";1998;2170;0,364468;23637;3;6;2
"572";1998;2171;0,353725;12583;3;6;2
"573";1998;2172;0,351935;17481;3;6;2
"574";1998;2173;0,38066;7494;3;6;2
"575";1998;2174;0,441148;8801;4;7;2
"576";1998;2175;0,440581;5354;4;7;2
"577";1998;2176;0,436218;15130;4;7;2
"578";1998;2177;0,439607;6284;4;7;2
"579";1998;2178;0,47255;11860;4;8;2
"580";1998;2204;0,299101;46219;2;4;2
"581";1998;2208;0,299119;19277;3;5;2
"582";1998;2211;0,282386;100248;2;4;2
"583";1998;2214;0,293623;65777;2;4;2
"584";1998;2215;0,299119;19815;3;5;2
"585";1998;2217;0,299119;23818;3;5;2
"586";1998;2229;0,299119;14006;3;5;2
"587";1998;2230;0,299119;25717;3;5;2
"588";1998;2233;0,29901;48266;2;4;2
"589";1998;2235;0,298896;29356;2;4;2
"590";1998;2239;0,298915;140250;2;4;2
"591";1998;2241;0,298058;40764;2;4;2
"592";1998;2245;0,298984;58541;2;4;2
"593";1998;2252;0,29909;58739;2;4;2
"594";1998;2254;0,298683;25359;2;4;2
"595";1998;2255;0,29882;34931;2;4;2
"596";1998;2258;0,298989;38688;2;4;2
"597";1998;2260;0,299119;31848;3;5;2
"598";1998;2276;0,299119;29261;3;5;2
"599";1998;2284;0,16781;53404;1;2;1
"600";1998;2285;0,168001;22313;1;2;1
"601";1998;2286;0,244369;18890;2;3;2
"602";1998;2288;0,226918;47151;2;3;2
"603";1998;2292;0,187491;44976;1;2;1
"604";1998;2294;0,17533;44538;1;2;1
"605";1998;2295;0,213954;9923;2;3;2
"606";1998;2296;0,185546;11367;1;2;1
"607";1998;2355;0,51264;37261;4;8;2
"608";1998;2356;0,513107;141278;4;8;2
"609";1998;2357;0,513948;35157;4;8;2
"610";1998;2361;0,357742;42881;3;6;2
"611";1998;2362;0,415974;27676;4;7;2
"612";1998;2366;0,599599;9070;4;8;2
"613";1998;2368;0,420182;15722;4;7;2
"614";1998;2370;0,453382;21847;4;7;2
"615";1998;2371;0,453191;16692;4;7;2
"616";1998;2373;0,455085;28320;4;7;2
"617";1998;2374;0,515581;12917;4;8;2
