"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"437",505,"Bonn",2002,915022,0.328805,3,5,2
"438",505,"Bonn",2003,915022,0.322213,3,6,2
"439",505,"Bonn",2004,915022,0.319615,3,6,2
"440",505,"Bonn",2005,915022,0.366739,3,6,2
"441",505,"Bonn",2006,915022,0.423168,3,6,2
"442",505,"Bonn",2007,915022,0.442572,3,6,2
"443",505,"Bonn",2008,915022,0.455293,3,6,2
"444",505,"Bonn",2009,915022,0.462266,3,6,2
"445",505,"Bonn",2010,915022,0.487434,3,6,2
"446",505,"Bonn",2011,915022,0.445291,3,6,2
"447",505,"Bonn",2012,915022,0.466505,3,6,2
"448",505,"Bonn",2013,915022,0.501199,4,7,2
"449",505,"Bonn",2014,915022,0.495194,3,6,2
"450",505,"Bonn",2015,915022,0.5108,4,7,2
"451",506,"Dortmund",1998,1161613,0.564792,4,8,2
"452",506,"Dortmund",1999,1161613,0.567955,4,8,2
"453",506,"Dortmund",2000,1161613,0.543641,4,8,2
"454",506,"Dortmund",2001,1161613,0.570127,4,8,2
"455",506,"Dortmund",2002,1161613,0.533059,4,8,2
"456",506,"Dortmund",2003,1161613,0.52548,4,8,2
"457",506,"Dortmund",2004,1161613,0.478632,4,8,2
"458",506,"Dortmund",2005,1161613,0.550968,4,8,2
"459",506,"Dortmund",2006,1161613,0.580875,4,8,2
"460",506,"Dortmund",2007,1161613,0.587487,4,8,2
"461",506,"Dortmund",2008,1161613,0.611838,4,8,2
"462",506,"Dortmund",2009,1161613,0.609935,4,8,2
"463",506,"Dortmund",2010,1161613,0.665311,4,8,2
"464",506,"Dortmund",2011,1161613,0.674534,4,8,2
"465",506,"Dortmund",2012,1161613,0.677556,4,8,2
"466",506,"Dortmund",2013,1161613,0.696741,4,8,2
"467",506,"Dortmund",2014,1161613,0.68077,4,8,2
"468",506,"Dortmund",2015,1161613,0.68027,4,8,2
"469",507,"Duisburg/Essen",1998,2227068,0.472416,4,7,2
"470",507,"Duisburg/Essen",1999,2227068,0.485244,4,7,2
"471",507,"Duisburg/Essen",2000,2227068,0.452374,4,7,2
"472",507,"Duisburg/Essen",2001,2227068,0.463141,4,7,2
"473",507,"Duisburg/Essen",2002,2227068,0.437416,4,7,2
"474",507,"Duisburg/Essen",2003,2227068,0.435081,4,7,2
"475",507,"Duisburg/Essen",2004,2227068,0.418644,3,6,2
"476",507,"Duisburg/Essen",2005,2227068,0.474911,4,7,2
"477",507,"Duisburg/Essen",2006,2227068,0.524044,4,7,2
"478",507,"Duisburg/Essen",2007,2227068,0.532769,4,7,2
"479",507,"Duisburg/Essen",2008,2227068,0.551103,4,7,2
"480",507,"Duisburg/Essen",2009,2227068,0.540105,4,7,2
"481",507,"Duisburg/Essen",2010,2227068,0.574338,4,7,2
"482",507,"Duisburg/Essen",2011,2227068,0.582143,4,7,2
"483",507,"Duisburg/Essen",2012,2227068,0.597924,4,7,2
"484",507,"Duisburg/Essen",2013,2227068,0.618899,4,8,2
"485",507,"Duisburg/Essen",2014,2227068,0.603541,4,8,2
"486",507,"Duisburg/Essen",2015,2227068,0.630501,4,8,2
"487",508,"Düsseldorf",1998,2946555,0.31349,3,5,2
"488",508,"Düsseldorf",1999,2946555,0.329314,3,5,2
"489",508,"Düsseldorf",2000,2946555,0.294293,3,5,2
"490",508,"Düsseldorf",2001,2946555,0.286265,3,5,2
"491",508,"Düsseldorf",2002,2946555,0.274063,3,5,2
"492",508,"Düsseldorf",2003,2946555,0.272182,3,5,2
"493",508,"Düsseldorf",2004,2946555,0.258151,3,5,2
"494",508,"Düsseldorf",2005,2946555,0.309273,3,5,2
"495",508,"Düsseldorf",2006,2946555,0.365526,3,6,2
"496",508,"Düsseldorf",2007,2946555,0.372297,3,6,2
"497",508,"Düsseldorf",2008,2946555,0.385697,3,5,2
"498",508,"Düsseldorf",2009,2946555,0.396424,3,5,2
"499",508,"Düsseldorf",2010,2946555,0.423346,3,5,2
"500",508,"Düsseldorf",2011,2946555,0.421178,3,6,2
"501",508,"Düsseldorf",2012,2946555,0.44394,3,6,2
"502",508,"Düsseldorf",2013,2946555,0.453842,3,6,2
"503",508,"Düsseldorf",2014,2946555,0.437407,3,5,2
"504",508,"Düsseldorf",2015,2946555,0.461712,3,6,2
"505",509,"Emscher-Lippe",1998,995318,0.570511,4,8,2
"506",509,"Emscher-Lippe",1999,995318,0.572782,4,8,2
"507",509,"Emscher-Lippe",2000,995318,0.5435,4,8,2
"508",509,"Emscher-Lippe",2001,995318,0.549561,4,8,2
"509",509,"Emscher-Lippe",2002,995318,0.521142,4,8,2
"510",509,"Emscher-Lippe",2003,995318,0.51189,4,8,2
"511",509,"Emscher-Lippe",2004,995318,0.471047,4,7,2
"512",509,"Emscher-Lippe",2005,995318,0.52897,4,7,2
"513",509,"Emscher-Lippe",2006,995318,0.575035,4,8,2
"514",509,"Emscher-Lippe",2007,995318,0.567497,4,8,2
"515",509,"Emscher-Lippe",2008,995318,0.591759,4,8,2
"516",509,"Emscher-Lippe",2009,995318,0.586562,4,8,2
"517",509,"Emscher-Lippe",2010,995318,0.603497,4,8,2
"518",509,"Emscher-Lippe",2011,995318,0.61245,4,8,2
"519",509,"Emscher-Lippe",2012,995318,0.634255,4,8,2
"520",509,"Emscher-Lippe",2013,995318,0.6564,4,8,2
"521",509,"Emscher-Lippe",2014,995318,0.631756,4,8,2
"522",509,"Emscher-Lippe",2015,995318,0.639477,4,8,2
"523",510,"Köln",1998,2246907,0.34048,3,5,2
"524",510,"Köln",1999,2246907,0.360954,3,5,2
"525",510,"Köln",2000,2246907,0.319184,3,5,2
"526",510,"Köln",2001,2246907,0.333841,3,5,2
"527",510,"Köln",2002,2246907,0.309414,3,5,2
"528",510,"Köln",2003,2246907,0.311049,3,5,2
"529",510,"Köln",2004,2246907,0.319092,3,6,2
"530",510,"Köln",2005,2246907,0.374798,3,6,2
"531",510,"Köln",2006,2246907,0.414819,3,6,2
"532",510,"Köln",2007,2246907,0.417726,3,6,2
"533",510,"Köln",2008,2246907,0.439541,3,6,2
"534",510,"Köln",2009,2246907,0.450266,3,6,2
"535",510,"Köln",2010,2246907,0.480036,3,6,2
"536",510,"Köln",2011,2246907,0.495075,3,6,2
"537",510,"Köln",2012,2246907,0.503329,3,6,2
"538",510,"Köln",2013,2246907,0.523818,4,7,2
"539",510,"Köln",2014,2246907,0.509982,4,7,2
"540",510,"Köln",2015,2246907,0.537859,4,7,2
"541",511,"Münster",1998,1618911,0.361943,3,6,2
"542",511,"Münster",1999,1618911,0.358869,3,5,2
"543",511,"Münster",2000,1618911,0.326842,3,6,2
"544",511,"Münster",2001,1618911,0.35109,3,6,2
"545",511,"Münster",2002,1618911,0.337131,3,6,2
"546",511,"Münster",2003,1618911,0.325349,3,6,2
"547",511,"Münster",2004,1618911,0.30474,3,5,2
"548",511,"Münster",2005,1618911,0.330109,3,5,2
"549",511,"Münster",2006,1618911,0.33357,3,5,2
"550",511,"Münster",2007,1618911,0.35192,3,5,2
"551",511,"Münster",2008,1618911,0.358824,3,5,2
"552",511,"Münster",2009,1618911,0.363239,3,5,2
"553",511,"Münster",2010,1618911,0.387958,3,5,2
"554",511,"Münster",2011,1618911,0.392649,3,5,2
"555",511,"Münster",2012,1618911,0.40157,3,5,2
"556",511,"Münster",2013,1618911,0.40637,3,5,2
"557",511,"Münster",2014,1618911,0.384542,3,5,2
"558",511,"Münster",2015,1618911,0.380932,3,5,2
"559",512,"Paderborn",1998,448342,0.392528,3,6,2
"560",512,"Paderborn",1999,448342,0.392273,3,6,2
"561",512,"Paderborn",2000,448342,0.385407,3,6,2
"562",512,"Paderborn",2001,448342,0.408367,3,6,2
"563",512,"Paderborn",2002,448342,0.395071,3,6,2
"564",512,"Paderborn",2003,448342,0.374304,3,6,2
"565",512,"Paderborn",2004,448342,0.36524,3,6,2
"566",512,"Paderborn",2005,448342,0.409899,3,6,2
"567",512,"Paderborn",2006,448342,0.435381,3,6,2
"568",512,"Paderborn",2007,448342,0.433175,3,6,2
"569",512,"Paderborn",2008,448342,0.449377,3,6,2
"570",512,"Paderborn",2009,448342,0.443632,3,6,2
"571",512,"Paderborn",2010,448342,0.469944,3,6,2
"572",512,"Paderborn",2011,448342,0.458435,3,6,2
"573",512,"Paderborn",2012,448342,0.477889,3,6,2
"574",512,"Paderborn",2013,448342,0.482013,3,6,2
"575",512,"Paderborn",2014,448342,0.457559,3,6,2
"576",512,"Paderborn",2015,448342,0.45119,3,6,2
"577",513,"Siegen",1998,417165,0.2085,2,4,2
"578",513,"Siegen",1999,417165,0.20123,2,3,2
"579",513,"Siegen",2000,417165,0.218418,2,4,2
"580",513,"Siegen",2001,417165,0.216285,2,4,2
"581",513,"Siegen",2002,417165,0.192539,2,3,2
"582",513,"Siegen",2003,417165,0.176384,2,3,2
"583",513,"Siegen",2004,417165,0.149649,2,3,2
"584",513,"Siegen",2005,417165,0.183064,2,3,2
"585",513,"Siegen",2006,417165,0.185961,2,3,2
"586",513,"Siegen",2007,417165,0.17164,2,3,2
"587",513,"Siegen",2008,417165,0.179136,2,3,2
"588",513,"Siegen",2009,417165,0.171232,1,2,1
"589",513,"Siegen",2010,417165,0.199658,2,3,2
"590",513,"Siegen",2011,417165,0.17479,1,2,1
"591",513,"Siegen",2012,417165,0.176252,1,2,1
"592",513,"Siegen",2013,417165,0.201993,1,2,1
"593",513,"Siegen",2014,417165,0.195844,1,2,1
"594",513,"Siegen",2015,417165,0.187803,2,3,2
"595",601,"Mittelhessen",1998,1040091,0.265343,2,4,2
"596",601,"Mittelhessen",1999,1040091,0.255359,2,4,2
"597",601,"Mittelhessen",2000,1040091,0.220393,2,4,2
"598",601,"Mittelhessen",2001,1040091,0.220842,2,4,2
"599",601,"Mittelhessen",2002,1040091,0.227201,2,4,2
"600",601,"Mittelhessen",2003,1040091,0.212233,2,4,2
"601",601,"Mittelhessen",2004,1040091,0.236152,2,4,2
"602",601,"Mittelhessen",2005,1040091,0.279487,2,4,2
"603",601,"Mittelhessen",2006,1040091,0.287768,2,4,2
"604",601,"Mittelhessen",2007,1040091,0.287038,2,4,2
"605",601,"Mittelhessen",2008,1040091,0.32836,3,5,2
"606",601,"Mittelhessen",2009,1040091,0.338686,3,5,2
"607",601,"Mittelhessen",2010,1040091,0.362248,3,5,2
"608",601,"Mittelhessen",2011,1040091,0.372436,3,5,2
"609",601,"Mittelhessen",2012,1040091,0.399592,3,5,2
"610",601,"Mittelhessen",2013,1040091,0.404051,3,5,2
"611",601,"Mittelhessen",2014,1040091,0.391568,3,5,2
"612",601,"Mittelhessen",2015,1040091,0.38619,3,5,2
"613",602,"Nordhessen",1998,872414,0.383672,3,6,2
"614",602,"Nordhessen",1999,872414,0.373687,3,6,2
"615",602,"Nordhessen",2000,872414,0.317996,3,5,2
"616",602,"Nordhessen",2001,872414,0.353186,3,6,2
"617",602,"Nordhessen",2002,872414,0.336783,3,6,2
"618",602,"Nordhessen",2003,872414,0.304851,3,5,2
"619",602,"Nordhessen",2004,872414,0.302488,3,5,2
"620",602,"Nordhessen",2005,872414,0.356169,3,6,2
"621",602,"Nordhessen",2006,872414,0.3594,3,5,2
"622",602,"Nordhessen",2007,872414,0.345499,3,5,2
"623",602,"Nordhessen",2008,872414,0.41503,3,6,2
"624",602,"Nordhessen",2009,872414,0.413685,3,6,2
"625",602,"Nordhessen",2010,872414,0.406461,3,5,2
"626",602,"Nordhessen",2011,872414,0.41746,3,5,2
"627",602,"Nordhessen",2012,872414,0.427178,3,5,2
"628",602,"Nordhessen",2013,872414,0.437386,3,5,2
"629",602,"Nordhessen",2014,872414,0.428788,3,5,2
"630",602,"Nordhessen",2015,872414,0.425985,3,5,2
"631",603,"Osthessen",1998,341298,0.288648,3,5,2
"632",603,"Osthessen",1999,341298,0.276538,2,4,2
"633",603,"Osthessen",2000,341298,0.232314,2,4,2
"634",603,"Osthessen",2001,341298,0.227526,2,4,2
"635",603,"Osthessen",2002,341298,0.2477,2,4,2
"636",603,"Osthessen",2003,341298,0.232005,2,4,2
"637",603,"Osthessen",2004,341298,0.221896,2,4,2
"638",603,"Osthessen",2005,341298,0.26246,2,4,2
"639",603,"Osthessen",2006,341298,0.241529,2,4,2
"640",603,"Osthessen",2007,341298,0.238227,2,3,2
"641",603,"Osthessen",2008,341298,0.32416,2,4,2
"642",603,"Osthessen",2009,341298,0.314131,2,4,2
"643",603,"Osthessen",2010,341298,0.303229,2,4,2
"644",603,"Osthessen",2011,341298,0.326476,2,4,2
"645",603,"Osthessen",2012,341298,0.327885,2,4,2
"646",603,"Osthessen",2013,341298,0.32392,2,4,2
"647",603,"Osthessen",2014,341298,0.315019,2,4,2
"648",603,"Osthessen",2015,341298,0.297147,2,4,2
"649",604,"Rhein-Main",1998,2844273,0.197138,2,3,2
"650",604,"Rhein-Main",1999,2844273,0.173645,2,3,2
"651",604,"Rhein-Main",2000,2844273,0.15228,2,3,2
"652",604,"Rhein-Main",2001,2844273,0.159382,2,3,2
"653",604,"Rhein-Main",2002,2844273,0.162524,2,3,2
"654",604,"Rhein-Main",2003,2844273,0.170633,2,3,2
"655",604,"Rhein-Main",2004,2844273,0.200616,2,4,2
"656",604,"Rhein-Main",2005,2844273,0.244318,2,4,2
"657",604,"Rhein-Main",2006,2844273,0.269999,2,4,2
"658",604,"Rhein-Main",2007,2844273,0.283784,2,4,2
"659",604,"Rhein-Main",2008,2844273,0.295154,2,4,2
"660",604,"Rhein-Main",2009,2844273,0.306558,2,4,2
"661",604,"Rhein-Main",2010,2844273,0.360234,3,5,2
"662",604,"Rhein-Main",2011,2844273,0.391367,3,5,2
"663",604,"Rhein-Main",2012,2844273,0.405629,3,5,2
"664",604,"Rhein-Main",2013,2844273,0.423946,3,5,2
"665",604,"Rhein-Main",2014,2844273,0.424753,3,5,2
"666",604,"Rhein-Main",2015,2844273,0.426404,3,5,2
"667",605,"Starkenburg",1998,1078096,0.181376,2,3,2
"668",605,"Starkenburg",1999,1078096,0.159273,2,3,2
"669",605,"Starkenburg",2000,1078096,0.120125,1,2,1
"670",605,"Starkenburg",2001,1078096,0.121295,1,2,1
"671",605,"Starkenburg",2002,1078096,0.132897,2,3,2
"672",605,"Starkenburg",2003,1078096,0.132882,1,2,1
"673",605,"Starkenburg",2004,1078096,0.165237,2,3,2
"674",605,"Starkenburg",2005,1078096,0.198076,2,3,2
"675",605,"Starkenburg",2006,1078096,0.235288,2,3,2
"676",605,"Starkenburg",2007,1078096,0.22964,2,3,2
"677",605,"Starkenburg",2008,1078096,0.251645,2,3,2
"678",605,"Starkenburg",2009,1078096,0.234378,2,3,2
"679",605,"Starkenburg",2010,1078096,0.285725,2,4,2
"680",605,"Starkenburg",2011,1078096,0.304524,2,4,2
"681",605,"Starkenburg",2012,1078096,0.348573,2,4,2
"682",605,"Starkenburg",2013,1078096,0.359045,2,4,2
"683",605,"Starkenburg",2014,1078096,0.346493,2,4,2
"684",605,"Starkenburg",2015,1078096,0.350986,2,4,2
"685",701,"Mittelrhein-Westerwald",1998,1250872,0.278034,3,5,2
"686",701,"Mittelrhein-Westerwald",1999,1250872,0.287462,3,5,2
"687",701,"Mittelrhein-Westerwald",2000,1250872,0.270193,3,5,2
"688",701,"Mittelrhein-Westerwald",2001,1250872,0.305345,3,5,2
"689",701,"Mittelrhein-Westerwald",2002,1250872,0.287388,3,5,2
"690",701,"Mittelrhein-Westerwald",2003,1250872,0.263959,2,4,2
"691",701,"Mittelrhein-Westerwald",2004,1250872,0.271548,3,5,2
"692",701,"Mittelrhein-Westerwald",2005,1250872,0.295289,3,5,2
"693",701,"Mittelrhein-Westerwald",2006,1250872,0.295823,2,4,2
"694",701,"Mittelrhein-Westerwald",2007,1250872,0.293386,2,4,2
"695",701,"Mittelrhein-Westerwald",2008,1250872,0.306704,2,4,2
"696",701,"Mittelrhein-Westerwald",2009,1250872,0.262622,2,4,2
"697",701,"Mittelrhein-Westerwald",2010,1250872,0.286509,2,4,2
"698",701,"Mittelrhein-Westerwald",2011,1250872,0.315452,2,4,2
"699",701,"Mittelrhein-Westerwald",2012,1250872,0.324632,2,4,2
"700",701,"Mittelrhein-Westerwald",2013,1250872,0.309314,2,4,2
"701",701,"Mittelrhein-Westerwald",2014,1250872,0.319862,2,4,2
"702",701,"Mittelrhein-Westerwald",2015,1250872,0.304048,2,4,2
"703",702,"Rheinhessen-Nahe",1998,865340,0.255099,2,4,2
"704",702,"Rheinhessen-Nahe",1999,865340,0.270736,2,4,2
"705",702,"Rheinhessen-Nahe",2000,865340,0.253363,3,5,2
"706",702,"Rheinhessen-Nahe",2001,865340,0.273441,3,5,2
"707",702,"Rheinhessen-Nahe",2002,865340,0.263433,2,4,2
"708",702,"Rheinhessen-Nahe",2003,865340,0.235839,2,4,2
"709",702,"Rheinhessen-Nahe",2004,865340,0.254512,3,5,2
"710",702,"Rheinhessen-Nahe",2005,865340,0.310437,3,5,2
"711",702,"Rheinhessen-Nahe",2006,865340,0.304066,2,4,2
"712",702,"Rheinhessen-Nahe",2007,865340,0.317674,3,5,2
"713",702,"Rheinhessen-Nahe",2008,865340,0.335382,3,5,2
"714",702,"Rheinhessen-Nahe",2009,865340,0.309489,2,4,2
"715",702,"Rheinhessen-Nahe",2010,865340,0.346477,2,4,2
"716",702,"Rheinhessen-Nahe",2011,865340,0.379565,3,5,2
"717",702,"Rheinhessen-Nahe",2012,865340,0.39145,3,5,2
"718",702,"Rheinhessen-Nahe",2013,865340,0.40196,3,5,2
"719",702,"Rheinhessen-Nahe",2014,865340,0.403848,3,5,2
"720",702,"Rheinhessen-Nahe",2015,865340,0.38901,3,5,2
"721",703,"Rheinpfalz",1998,883304,0.207441,2,3,2
"722",703,"Rheinpfalz",1999,883304,0.220898,2,4,2
"723",703,"Rheinpfalz",2000,883304,0.213646,2,4,2
"724",703,"Rheinpfalz",2001,883304,0.227107,2,4,2
"725",703,"Rheinpfalz",2002,883304,0.226157,2,4,2
"726",703,"Rheinpfalz",2003,883304,0.194227,2,4,2
"727",703,"Rheinpfalz",2004,883304,0.215845,2,4,2
"728",703,"Rheinpfalz",2005,883304,0.239316,2,4,2
"729",703,"Rheinpfalz",2006,883304,0.246034,2,4,2
"730",703,"Rheinpfalz",2007,883304,0.258511,2,4,2
"731",703,"Rheinpfalz",2008,883304,0.267401,2,4,2
"732",703,"Rheinpfalz",2009,883304,0.247893,2,3,2
"733",703,"Rheinpfalz",2010,883304,0.283824,2,3,2
"734",703,"Rheinpfalz",2011,883304,0.276982,2,4,2
"735",703,"Rheinpfalz",2012,883304,0.286592,2,4,2
"736",703,"Rheinpfalz",2013,883304,0.270288,2,3,2
"737",703,"Rheinpfalz",2014,883304,0.267521,2,3,2
"738",703,"Rheinpfalz",2015,883304,0.254321,2,3,2
"739",704,"Trier",1998,532715,0.388092,3,6,2
"740",704,"Trier",1999,532715,0.399684,3,6,2
"741",704,"Trier",2000,532715,0.37693,3,6,2
"742",704,"Trier",2001,532715,0.386711,3,6,2
"743",704,"Trier",2002,532715,0.361537,3,6,2
"744",704,"Trier",2003,532715,0.328901,3,6,2
"745",704,"Trier",2004,532715,0.313418,3,5,2
"746",704,"Trier",2005,532715,0.325059,3,5,2
"747",704,"Trier",2006,532715,0.333893,3,5,2
"748",704,"Trier",2007,532715,0.337657,3,5,2
"749",704,"Trier",2008,532715,0.376183,3,5,2
"750",704,"Trier",2009,532715,0.338508,3,5,2
"751",704,"Trier",2010,532715,0.375644,3,5,2
"752",704,"Trier",2011,532715,0.408053,3,5,2
"753",704,"Trier",2012,532715,0.404237,3,5,2
"754",704,"Trier",2013,532715,0.40691,3,5,2
"755",704,"Trier",2014,532715,0.401697,3,5,2
"756",704,"Trier",2015,532715,0.382605,3,5,2
"757",705,"Westpfalz",1998,520572,0.397331,3,6,2
"758",705,"Westpfalz",1999,520572,0.39798,3,6,2
"759",705,"Westpfalz",2000,520572,0.384625,3,6,2
"760",705,"Westpfalz",2001,520572,0.408988,3,6,2
"761",705,"Westpfalz",2002,520572,0.407134,3,6,2
"762",705,"Westpfalz",2003,520572,0.388841,3,6,2
"763",705,"Westpfalz",2004,520572,0.362788,3,6,2
"764",705,"Westpfalz",2005,520572,0.398602,3,6,2
"765",705,"Westpfalz",2006,520572,0.402318,3,6,2
"766",705,"Westpfalz",2007,520572,0.398795,3,6,2
"767",705,"Westpfalz",2008,520572,0.413189,3,6,2
"768",705,"Westpfalz",2009,520572,0.41047,3,6,2
"769",705,"Westpfalz",2010,520572,0.430135,3,5,2
"770",705,"Westpfalz",2011,520572,0.443743,3,6,2
"771",705,"Westpfalz",2012,520572,0.451085,3,6,2
"772",705,"Westpfalz",2013,520572,0.453058,3,6,2
"773",705,"Westpfalz",2014,520572,0.471314,3,6,2
"774",705,"Westpfalz",2015,520572,0.454611,3,6,2
"775",801,"Bodensee-Oberschwaben",1998,622269,0.161447,2,3,2
"776",801,"Bodensee-Oberschwaben",1999,622269,0.184343,2,3,2
"777",801,"Bodensee-Oberschwaben",2000,622269,0.183637,2,3,2
"778",801,"Bodensee-Oberschwaben",2001,622269,0.215606,2,4,2
"779",801,"Bodensee-Oberschwaben",2002,622269,0.198102,2,4,2
"780",801,"Bodensee-Oberschwaben",2003,622269,0.185722,2,3,2
"781",801,"Bodensee-Oberschwaben",2004,622269,0.189667,2,3,2
"782",801,"Bodensee-Oberschwaben",2005,622269,0.199019,2,3,2
"783",801,"Bodensee-Oberschwaben",2006,622269,0.202687,2,3,2
"784",801,"Bodensee-Oberschwaben",2007,622269,0.207244,2,3,2
"785",801,"Bodensee-Oberschwaben",2008,622269,0.227342,2,3,2
"786",801,"Bodensee-Oberschwaben",2009,622269,0.254868,2,4,2
"787",801,"Bodensee-Oberschwaben",2010,622269,0.253302,2,3,2
"788",801,"Bodensee-Oberschwaben",2011,622269,0.231427,2,3,2
"789",801,"Bodensee-Oberschwaben",2012,622269,0.221802,2,3,2
"790",801,"Bodensee-Oberschwaben",2013,622269,0.210344,2,3,2
"791",801,"Bodensee-Oberschwaben",2014,622269,0.226569,2,3,2
"792",801,"Bodensee-Oberschwaben",2015,622269,0.17296,1,2,1
"793",802,"Donau-Iller (BW)",1998,508759,0.066139,1,1,1
"794",802,"Donau-Iller (BW)",1999,508759,0.089009,1,1,1
"795",802,"Donau-Iller (BW)",2000,508759,0.088237,1,2,1
"796",802,"Donau-Iller (BW)",2001,508759,0.09391,1,2,1
"797",802,"Donau-Iller (BW)",2002,508759,0.099819,1,2,1
"798",802,"Donau-Iller (BW)",2003,508759,0.102431,1,2,1
"799",802,"Donau-Iller (BW)",2004,508759,0.106652,1,2,1
"800",802,"Donau-Iller (BW)",2005,508759,0.130647,1,2,1
"801",802,"Donau-Iller (BW)",2006,508759,0.10315,1,1,1
"802",802,"Donau-Iller (BW)",2007,508759,0.111326,1,1,1
"803",802,"Donau-Iller (BW)",2008,508759,0.114215,1,1,1
"804",802,"Donau-Iller (BW)",2009,508759,0.146911,1,2,1
"805",802,"Donau-Iller (BW)",2010,508759,0.1325,1,1,1
"806",802,"Donau-Iller (BW)",2011,508759,0.108352,1,1,1
"807",802,"Donau-Iller (BW)",2012,508759,0.112566,1,1,1
"808",802,"Donau-Iller (BW)",2013,508759,0.101868,1,1,1
"809",802,"Donau-Iller (BW)",2014,508759,0.124619,1,1,1
"810",802,"Donau-Iller (BW)",2015,508759,0.090184,1,1,1
"811",803,"Franken",1998,890931,0.072641,1,1,1
"812",803,"Franken",1999,890931,0.081899,1,1,1
"813",803,"Franken",2000,890931,0.095424,1,2,1
"814",803,"Franken",2001,890931,0.097353,1,2,1
"815",803,"Franken",2002,890931,0.097907,1,2,1
"816",803,"Franken",2003,890931,0.097329,1,1,1
"817",803,"Franken",2004,890931,0.097142,1,1,1
"818",803,"Franken",2005,890931,0.101899,1,1,1
"819",803,"Franken",2006,890931,0.092465,1,1,1
"820",803,"Franken",2007,890931,0.100123,1,1,1
"821",803,"Franken",2008,890931,0.102251,1,1,1
"822",803,"Franken",2009,890931,0.102417,1,1,1
"823",803,"Franken",2010,890931,0.078301,1,1,1
"824",803,"Franken",2011,890931,0.063168,1,1,1
"825",803,"Franken",2012,890931,0.061686,1,1,1
"826",803,"Franken",2013,890931,0.076077,1,1,1
"827",803,"Franken",2014,890931,0.089864,1,1,1
"828",803,"Franken",2015,890931,0.068687,1,1,1
"829",804,"Hochrhein-Bodensee",1998,674857,0.228986,2,4,2
"830",804,"Hochrhein-Bodensee",1999,674857,0.225965,2,4,2
"831",804,"Hochrhein-Bodensee",2000,674857,0.205575,2,4,2
"832",804,"Hochrhein-Bodensee",2001,674857,0.215363,2,4,2
"833",804,"Hochrhein-Bodensee",2002,674857,0.204899,2,4,2
"834",804,"Hochrhein-Bodensee",2003,674857,0.200516,2,4,2
"835",804,"Hochrhein-Bodensee",2004,674857,0.196837,2,4,2
"836",804,"Hochrhein-Bodensee",2005,674857,0.2217,2,4,2
"837",804,"Hochrhein-Bodensee",2006,674857,0.237451,2,4,2
"838",804,"Hochrhein-Bodensee",2007,674857,0.244836,2,4,2
"839",804,"Hochrhein-Bodensee",2008,674857,0.268487,2,4,2
"840",804,"Hochrhein-Bodensee",2009,674857,0.297148,2,4,2
"841",804,"Hochrhein-Bodensee",2010,674857,0.303471,2,4,2
"842",804,"Hochrhein-Bodensee",2011,674857,0.275597,2,3,2
"843",804,"Hochrhein-Bodensee",2012,674857,0.269725,2,3,2
"844",804,"Hochrhein-Bodensee",2013,674857,0.285049,2,4,2
"845",804,"Hochrhein-Bodensee",2014,674857,0.283816,2,4,2
"846",804,"Hochrhein-Bodensee",2015,674857,0.261256,2,4,2
"847",805,"Mittlerer Oberrhein",1998,1025230,0.119292,1,2,1
"848",805,"Mittlerer Oberrhein",1999,1025230,0.128553,1,2,1
"849",805,"Mittlerer Oberrhein",2000,1025230,0.102487,1,2,1
"850",805,"Mittlerer Oberrhein",2001,1025230,0.123729,1,2,1
"851",805,"Mittlerer Oberrhein",2002,1025230,0.112677,1,2,1
"852",805,"Mittlerer Oberrhein",2003,1025230,0.111035,1,2,1
"853",805,"Mittlerer Oberrhein",2004,1025230,0.114638,1,2,1
"854",805,"Mittlerer Oberrhein",2005,1025230,0.144152,1,2,1
"855",805,"Mittlerer Oberrhein",2006,1025230,0.157204,1,2,1
"856",805,"Mittlerer Oberrhein",2007,1025230,0.1829,2,3,2
"857",805,"Mittlerer Oberrhein",2008,1025230,0.196463,2,3,2
"858",805,"Mittlerer Oberrhein",2009,1025230,0.213801,2,3,2
"859",805,"Mittlerer Oberrhein",2010,1025230,0.226519,2,3,2
"860",805,"Mittlerer Oberrhein",2011,1025230,0.216541,2,3,2
"861",805,"Mittlerer Oberrhein",2012,1025230,0.227412,2,3,2
"862",805,"Mittlerer Oberrhein",2013,1025230,0.243014,2,3,2
"863",805,"Mittlerer Oberrhein",2014,1025230,0.240572,2,3,2
"864",805,"Mittlerer Oberrhein",2015,1025230,0.253402,2,3,2
"865",806,"Neckar-Alb",1998,692545,0.116309,1,2,1
"866",806,"Neckar-Alb",1999,692545,0.123514,1,2,1
"867",806,"Neckar-Alb",2000,692545,0.11354,1,2,1
"868",806,"Neckar-Alb",2001,692545,0.121319,1,2,1
"869",806,"Neckar-Alb",2002,692545,0.113113,1,2,1
"870",806,"Neckar-Alb",2003,692545,0.115186,1,2,1
"871",806,"Neckar-Alb",2004,692545,0.121447,1,2,1
"872",806,"Neckar-Alb",2005,692545,0.141103,1,2,1
"873",806,"Neckar-Alb",2006,692545,0.153681,1,2,1
"874",806,"Neckar-Alb",2007,692545,0.166309,1,2,1
"875",806,"Neckar-Alb",2008,692545,0.1912,2,3,2
"876",806,"Neckar-Alb",2009,692545,0.233442,2,3,2
